id,сумма_займа,срок_займа,процентная_ставка,аннуитет,рейтинг,допрейтинг,профессия_заемщика,стаж,владение_жильем,годовой_доход,подтвержден_ли_доход,итоговый_статус_займа,рейтинг_OCR,платежный_график,коэфф_акционных_зачислений_в_остатке,цель_займа,кол_во_субсидий_за_год,индекс_проживания,регион,пдн,пос_стоп_фактор,юридический_статус,кол-во_просрочек_за_два_года,коэфф_невыплаченного_сумм_остатка,коэфф_исходного_платежа,дата_первого_займа,нижний_порог_рейтинга_заемщика,верхний_порог_рейтинга_заемщика,кол-во_заявок_за_полгода,кол-во_месяцев_с_последней_просрочки,кол-во_месяцев_с_последнего_займа,кол-во_открытых_счетов,кол-во_записей_в_общедоступных_документах,оборотный_баланс,коэфф_загрузки_возобновляемого_счета,кол-во_счетов,первоначальный_статус_займа,непогашенная_сумма_из_тела_займов,сумма_выплат_по_просрочкам,пени_за_дефолт,дата_следующей_выплаты,грейд_на_детерминаторе,кол-во_взысканий_за_последний_год,кол-во_месяцев_с_последнего_нарушения,код_политики,тип_займа,совокупный_доход_заемщиков,совокупный_пдн_заемщиков,совокупный_статус_подтверждения_доходов_заемщиков,кол-во_текущих_просроченных_счетов,общая_сумма_взысканий,возвраты_с_учетом_мпл,общая_сумма_на_счетах,кол-во_открытых_счетов_за_полгода,кол-во_текущих_аннуитетных_счетов,кол-во_аннуитетных_счетов_за_год,кол-во_аннуитетных_счетов_за_2_года,кол-во_месяцев_с_посл_аннуитетного_счета,текущий_баланс_по_аннуитетным_счетам,соотношение_сумм_текущего_баланса_к_лимиту_по_аннуитетным_счетам,кол-во_возоб_счетов_за_год,кол-во_возоб_счетов_за_2_года,макс_баланс_по_возоб_счетам,соотношение_баланса_к_лимиту_общее,общий_лимит_по_возоб_счету,кол-во_финансовых_запросов,кол-во_финансовых_операций,кол-во_заявок_на_кредит_за_год,кол-во_открытых_счетов_за_2_года,средний_баланс_текущих_счетов,суммарная_доступная_сумма_займа_по_картам,соотношение_баланса_к_лимиту_по_картам,кол-во_списаний_за_год,сумма_задолженности,кол-во_месяцев_с_первого_аннуитетного_счета,кол-во_месяцев_с_первого_возобновляемого_счета,кол-во_месяцев_с_последнего_возобновляемого_счета,кол-во_месяцев_с_последнего_счета,кол-во_ипотек,кол-во_месяцев_с_последней_карты,кол-во_мес_с_последней_задолженности_по_карте,кол-во_мес_с_последней_заявки,кол-во_мес_с_последней_задолженности_по_возобновляемому_счету,кол-во_счетов_с_просрочкой_4_мес,кол-во_активных_карт,кол-во_активных_возобновляемых_счетов,кол-во_карт_без_нарушений,кол-во_карт,кол-во_аннуитетных_счетов,кол-во_открытых_возобновляемых_счетов,кол-во_возобновляемых_счетов,кол-во_возобновляемых_счетов_с_балансом_более_0,кол-во_счетов_без_нарушений,кол-во_счетов_с_акт_просрочкой_4_мес_обн_2_мес,кол-во_счетов_с_акт_просрочкой_1_мес,кол-во_счетов_с_акт_просрочкой_3_мес_за_2_года,кол-во_счетов_за_посл_год,процент_счетов_без_просрочек,процент_счетов_прев_75_лимита,кол-во_публ_банкротств,кол-во_залогов,кредитный_лимит,кредитный_баланс_без_ипотеки,лимит_по_картам,лимит_по_аннуитетным_счетам,кредитный_баланс_по_возоб_счетам,особая_ситуация,тип_предоставления_кредита
67715283,800000.0,3 года,12.88,26908.999999999996,В,В2,"владелец, возмездие",10+ лет,ИПОТЕКА,1300000.0,Не подтвержден,1,1,n,0.1406600596028835,мелкий_бизнес,0,354.0,Курская область,18.96,Нет,Нет,0.0,1345311.5381317567,0.5849475049729992,12-1985,675.0,679.0,0.0,33.0,66.0,7.0,1.0,5157.0,54.3,20.0,а,0.0,8073.0,False,,5,0.0,55.0,1.0,Индивидуальный,,,,0.0,1830.0,37867,1989050.0,2.0,2.0,0.0,0.0,27.0,1731200.0,68.0,2.0,2.0,739.0,64.0,475000.0,0.0,5.0,0.0,2.0,284150.0,184200.0,21.6,0.0,0.0,256.0,360.0,1.0,1.0,0.0,1.0,33.0,14.0,33.0,1.0,3.0,5.0,3.0,3.0,12.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,2.0,80.0,0.0,0.0,1.0,4049950.0,1989050.0,235000.0,3574950.0,,Нет,Наличные
68341789,1212500.0,5 лет,24.24,35050.5,Е,Е3,техник по чваку,4 года,ИПОТЕКА,1500000.0,Не подтвержден,1,3,n,0.488953865318623,консолидация_долга,0,114.0,Новосибирская область,20.84,Нет,Да,0.0,1345311.5381317567,0.9626320016594728,4-2007,660.0,664.0,0.0,,,18.0,0.0,24799.0,65.3,21.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,19573,16004900.0,2.0,1.0,0.0,1.0,14.0,683800.0,75.0,2.0,10.0,3138.0,61.0,1900000.0,1.0,1.0,3.0,13.0,889150.0,452200.0,68.9,0.0,0.0,93.0,104.0,2.0,2.0,2.0,2.0,,7.0,,0.0,10.0,12.0,11.0,12.0,2.0,15.0,16.0,12.0,18.0,0.0,0.0,0.0,3.0,100.0,63.6,0.0,0.0,17248000.0,1923750.0,1455000.0,915000.0,,Нет,Наличные
68533595,600000.0,3 года,10.78,19581.0,Б,Б4,специалист по связям с общественностью,1 год,АРЕНДА,1960000.0,Не подтвержден,0,1,n,0.3819389283845635,консолидация_долга,0,993.0,Забайкальский край,24.04,Нет,Нет,0.0,1345311.5381317567,0.8853921491266756,2-2002,690.0,694.0,0.0,33.0,61.0,15.0,1.0,20462.0,62.8,39.0,а,0.0,0.0,False,,5,0.0,69.0,1.0,Индивидуальный,,,,0.0,5930.0,85031,18729250.0,0.0,4.0,1.0,3.0,9.0,4140950.0,66.0,1.0,2.0,12597.0,65.0,1630000.0,1.0,1.0,0.0,5.0,1337800.0,194200.0,83.9,0.0,0.0,147.0,166.0,9.0,9.0,8.0,9.0,69.0,15.0,69.0,4.0,3.0,5.0,3.0,6.0,17.0,8.0,14.0,5.0,15.0,0.0,0.0,0.0,2.0,87.2,66.7,0.0,0.0,23927200.0,5164050.0,1205000.0,6027200.0,,Нет,Наличные
68415473,1250000.0,5 лет,13.99,29079.000000000004,В,В4,помощник по административным вопросам,9 лет,ИПОТЕКА,1580000.0,Не подтвержден,1,3,n,0.4027166778649732,консолидация_долга,0,212.0,Ненецкий автономный округ,34.53,Да,Нет,0.0,1345311.5381317567,0.3154230403958167,6-2001,730.0,734.0,1.0,,,33.0,0.0,22519.0,18.6,72.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,171.0,29607,13261650.0,3.0,3.0,2.0,4.0,5.0,3372950.0,62.0,4.0,8.0,5447.0,28.0,6060000.0,2.0,6.0,3.0,12.0,427800.0,2852450.0,21.4,0.0,0.0,124.0,174.0,1.0,1.0,6.0,2.0,,2.0,,0.0,6.0,16.0,12.0,21.0,15.0,29.0,51.0,16.0,33.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,19450100.0,4498900.0,3630000.0,4090100.0,,Нет,Наличные
68446769,350000.0,3 года,7.49,10886.0,А,А4,перевозчик,10+ лет,ИПОТЕКА,1180000.0,Не подтвержден,0,2,n,0.3156242294639697,кредитная_карта,0,215.0,Ненецкий автономный округ,13.06,Нет,Нет,1.0,1345311.5381317567,0.1319948290354506,10-1996,730.0,734.0,1.0,23.0,,10.0,0.0,10467.0,24.2,34.0,а,0.0,0.0,False,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,74488,2761100.0,0.0,1.0,0.0,0.0,45.0,266850.0,26.0,1.0,2.0,6987.0,25.0,2160000.0,0.0,2.0,2.0,2.0,306800.0,1305900.0,26.0,0.0,0.0,124.0,223.0,10.0,10.0,3.0,34.0,,1.0,,0.0,2.0,4.0,4.0,5.0,14.0,8.0,17.0,4.0,10.0,0.0,0.0,0.0,1.0,97.1,0.0,0.0,0.0,5775100.0,790200.0,1765000.0,1020100.0,,Нет,Наличные
68407301,1375000.0,5 лет,14.85,32602.999999999996,В,В5,менеджер,10+ лет,ИПОТЕКА,3900000.0,Не подтвержден,0,2,n,0.5223888594313937,другое,0,710.0,Оренбургская область,6.79,Нет,Нет,0.0,1345311.5381317567,0.7370028928067905,7-2001,700.0,704.0,0.0,,,14.0,0.0,34974.0,50.9,19.0,а,0.0,0.0,False,,1,0.0,,1.0,Индивидуальный,,,,0.0,0.0,59474,13375000.0,1.0,1.0,0.0,1.0,21.0,500150.0,76.0,1.0,3.0,12056.0,55.0,3435000.0,0.0,0.0,0.0,4.0,955350.0,1198450.0,56.8,0.0,0.0,21.0,173.0,3.0,3.0,1.0,3.0,,,,0.0,6.0,10.0,7.0,9.0,1.0,12.0,17.0,10.0,14.0,0.0,0.0,0.0,1.0,100.0,57.1,0.0,0.0,16255000.0,2248850.0,2775000.0,660000.0,,Нет,Наличные
68356614,360000.0,3 года,11.48,11868.0,Б,Б5,помощник по правовым вопросам,10+ лет,ИПОТЕКА,1450000.0,Подтвержден,0,2,n,0.8125091932646501,улучшение_жилищных_условий,0,300.0,Республика Коми,8.47,Нет,Да,0.0,1345311.5381317567,0.2838546010499579,8-2004,725.0,729.0,1.0,,,5.0,0.0,5449.0,35.2,7.0,а,0.0,0.0,nan,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,71639,7389550.0,2.0,1.0,0.0,1.0,23.0,740350.0,66.0,3.0,3.0,2445.0,53.0,775000.0,1.0,0.0,2.0,4.0,1477900.0,502550.0,35.2,0.0,0.0,111.0,7.0,2.0,2.0,2.0,2.0,,0.0,,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,9497500.0,1012800.0,775000.0,1122500.0,,Нет,Наличные
68426865,1000000.0,3 года,14.85,34592.0,В,В5,гм,6 лет,АРЕНДА,2200000.0,Не подтвержден,0,4,n,0.6257384243587063,кредитная_карта,0,606.0,Республика Татарстан,12.45,Нет,Нет,0.0,1345311.5381317567,0.5214379406588135,6-2007,690.0,694.0,0.0,,,8.0,0.0,21374.0,84.5,12.0,а,0.0,0.0,False,,4,0.0,,1.0,Индивидуальный,,,,0.0,0.0,33611,1874550.0,0.0,1.0,1.0,1.0,10.0,800800.0,80.0,0.0,1.0,14981.0,82.0,1265000.0,1.0,0.0,1.0,3.0,267800.0,26150.0,97.6,0.0,0.0,10.0,102.0,16.0,10.0,0.0,16.0,,9.0,,0.0,3.0,4.0,3.0,5.0,1.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,2275450.0,1874550.0,1075000.0,1000000.0,,Нет,Наличные
68476676,1000000.0,3 года,15.77,35044.0,Г,Г1,клинический прием,5 лет,АРЕНДА,1400000.0,Не подтвержден,0,2,n,0.4633278837249983,дом,0,331.0,Иркутская область,22.21,Да,Нет,0.0,1345311.5381317567,0.1432951936046714,7-2004,680.0,684.0,0.0,38.0,,24.0,0.0,19077.0,36.6,63.0,а,0.0,0.0,False,,3,0.0,38.0,1.0,Индивидуальный,,,,0.0,264.0,57151,3172800.0,2.0,3.0,0.0,0.0,47.0,2218950.0,84.0,6.0,9.0,2957.0,61.0,2605000.0,0.0,0.0,3.0,9.0,137950.0,613950.0,48.0,0.0,0.0,131.0,137.0,2.0,2.0,1.0,2.0,,9.0,,5.0,8.0,17.0,9.0,9.0,39.0,21.0,23.0,17.0,24.0,0.0,0.0,0.0,6.0,92.1,0.0,0.0,0.0,5234800.0,3172800.0,1180000.0,2629800.0,,Нет,Наличные
68566951,500000.0,5 лет,17.97,12689.0,Г,Г4,преподаватель,2 года,ИПОТЕКА,1100000.0,Не подтвержден,1,4,n,0.9728577049938408,кредитная_карта,0,802.0,Хабаровский край,35.7,Нет,Нет,0.0,1345311.5381317567,0.7653688229380932,4-2001,685.0,689.0,0.0,,,14.0,0.0,38623.0,78.0,28.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,19663,14404350.0,2.0,2.0,2.0,2.0,6.0,1644750.0,94.0,1.0,1.0,6742.0,85.0,2475000.0,0.0,3.0,3.0,4.0,1028900.0,14350.0,97.4,0.0,0.0,106.0,176.0,7.0,6.0,6.0,51.0,,6.0,,0.0,3.0,9.0,3.0,4.0,6.0,11.0,16.0,9.0,14.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,15120050.0,3575900.0,550000.0,1747650.0,,Нет,Наличные
68547583,432500.0,3 года,5.32,13025.0,А,А1,младший консультант,< 1 года,ИПОТЕКА,2000000.0,Не подтвержден,0,3,n,0.246493700221956,кредитная_карта,0,462.0,Республика Бурятия,7.28,Нет,Нет,0.0,1345311.5381317567,0.3804561627734413,7-2001,750.0,754.0,0.0,,,15.0,0.0,7158.0,26.7,24.0,а,0.0,0.0,False,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,58662,8272500.0,0.0,1.0,1.0,1.0,11.0,1202050.0,89.0,0.0,3.0,3081.0,58.0,1340000.0,1.0,0.0,5.0,5.0,689400.0,557100.0,39.1,0.0,0.0,73.0,173.0,16.0,11.0,1.0,20.0,,11.0,,0.0,3.0,3.0,9.0,10.0,5.0,13.0,18.0,3.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,9580900.0,1559950.0,915000.0,1353900.0,,Нет,Наличные
68587709,1050000.0,5 лет,13.44,24128.0,В,В3,преподаватель,2 года,АРЕНДА,1092980.0,Подтвержден источник,0,3,n,0.7817837432215368,консолидация_долга,0,761.0,Ленинградская область,12.14,Под вопросом,Нет,0.0,1345311.5381317567,0.7063416440123746,10-1999,670.0,674.0,0.0,,48.0,9.0,1.0,1581.0,26.8,44.0,а,0.0,0.0,nan,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,28026,2574450.0,0.0,7.0,0.0,2.0,14.0,2495400.0,97.0,0.0,1.0,1097.0,89.0,295000.0,1.0,3.0,1.0,3.0,286050.0,215950.0,26.8,0.0,0.0,186.0,194.0,17.0,14.0,2.0,17.0,,0.0,,0.0,2.0,2.0,2.0,14.0,25.0,2.0,17.0,2.0,9.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,2878200.0,2574450.0,295000.0,2583200.0,,Нет,Наличные
68446771,360000.0,3 года,15.77,12616.0,Г,Г1,старший сотрудник по обслуживанию клиентов.,< 1 года,АРЕНДА,1100000.0,Не подтвержден,0,2,n,0.2057290788151566,консолидация_долга,0,142.0,Новосибирская область,17.35,Нет,Нет,0.0,1345311.5381317567,0.3241469497474506,6-2005,680.0,684.0,0.0,59.0,74.0,24.0,1.0,5938.0,69.0,43.0,а,0.0,0.0,False,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,45892,13791550.0,1.0,18.0,3.0,9.0,5.0,13494650.0,110.0,0.0,3.0,3234.0,108.0,430000.0,4.0,0.0,9.0,12.0,574650.0,76050.0,77.3,0.0,0.0,111.0,126.0,15.0,5.0,0.0,15.0,,5.0,,0.0,2.0,3.0,4.0,5.0,35.0,6.0,8.0,3.0,24.0,0.0,0.0,0.0,3.0,97.7,50.0,0.0,1.0,12752350.0,13791550.0,335000.0,12322350.0,,Нет,Наличные
66796130,440000.0,3 года,9.8,14156.5,Б,Б3,представитель по продажам/агент,10+ лет,ИПОТЕКА,1840000.0,Подтвержден источник,0,3,n,0.0943198343198662,кредитная_карта,1,493.0,Ханты-Мансийский автономный округ,5.18,Нет,Нет,0.0,1345311.5381317567,0.9055730837099072,11-2001,665.0,669.0,1.0,45.0,,9.0,0.0,9195.0,76.6,24.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,40311,5282500.0,1.0,1.0,0.0,0.0,35.0,46050.0,15.0,2.0,5.0,3818.0,56.0,600000.0,0.0,2.0,3.0,8.0,586950.0,22250.0,94.8,0.0,0.0,102.0,169.0,6.0,6.0,2.0,9.0,45.0,6.0,45.0,0.0,3.0,5.0,3.0,11.0,6.0,6.0,15.0,5.0,9.0,0.0,0.0,0.0,2.0,87.5,100.0,0.0,0.0,5814600.0,505800.0,425000.0,300000.0,,Нет,Наличные
68387134,125000.0,3 года,17.27,4473.5,Г,Г3,преподаватель,10+ лет,ИПОТЕКА,1000000.0,Подтвержден,0,4,n,0.1415291984940684,другое,0,330.0,Иркутская область,17.6,Нет,Нет,3.0,1345311.5381317567,0.094421232874028,1-2001,670.0,674.0,4.0,6.0,,7.0,0.0,732.0,31.1,22.0,а,0.0,0.0,False,,5,0.0,18.0,1.0,Индивидуальный,,,,0.0,0.0,65478,9858450.0,3.0,3.0,2.0,4.0,2.0,9821850.0,95.0,1.0,2.0,48.0,87.0,125000.0,6.0,3.0,5.0,6.0,1408350.0,32600.0,6.9,0.0,0.0,149.0,179.0,3.0,2.0,0.0,3.0,,0.0,6.0,3.0,1.0,4.0,1.0,1.0,14.0,4.0,8.0,4.0,7.0,0.0,0.0,1.0,3.0,68.4,0.0,0.0,0.0,9821450.0,9858450.0,35000.0,9696450.0,,Нет,Наличные
68566925,550000.0,3 года,9.17,17533.5,Б,Б2,принтер,10+ лет,ИПОТЕКА,1380000.0,Не подтвержден,0,2,n,0.0690013757732911,кредитная_карта,0,441.0,Ярославская область,21.34,Нет,Нет,0.0,1345311.5381317567,0.7743953987465193,9-2004,680.0,684.0,1.0,52.0,,9.0,0.0,8137.0,84.8,18.0,а,0.0,0.0,False,,4,0.0,,1.0,Индивидуальный,,,,0.0,0.0,26190,10289000.0,0.0,3.0,0.0,3.0,17.0,1289600.0,63.0,0.0,2.0,4361.0,67.0,480000.0,2.0,1.0,1.0,5.0,1143200.0,23150.0,94.6,0.0,0.0,127.0,135.0,13.0,13.0,2.0,13.0,,1.0,,0.0,4.0,4.0,4.0,5.0,8.0,5.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,94.4,75.0,0.0,0.0,11593200.0,1696450.0,430000.0,2055350.0,,Нет,Наличные
68543413,500000.0,3 года,12.88,16818.5,В,В2,специалист по контрактам,4 года,ИПОТЕКА,1827840.0,Не подтвержден,0,4,n,0.506987924741115,дом,0,644.0,Калужская область,9.44,Да,Нет,0.0,1345311.5381317567,0.4349746590400233,9-2006,710.0,714.0,0.0,,,13.0,0.0,6959.0,41.7,33.0,б,0.0,0.0,False,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,43747,15225700.0,2.0,4.0,1.0,4.0,6.0,3338650.0,88.0,1.0,1.0,2180.0,71.0,835000.0,0.0,0.0,3.0,7.0,1171200.0,21650.0,90.2,0.0,0.0,104.0,111.0,9.0,6.0,3.0,9.0,,8.0,,0.0,3.0,5.0,3.0,6.0,19.0,7.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,16069000.0,3686600.0,220000.0,3432400.0,,Нет,Наличные
68416916,1400000.0,5 лет,18.49,35925.5,Г,Г5,инженер,10+ лет,ИПОТЕКА,1500000.0,Подтвержден,0,4,n,0.3272291961169321,консолидация_долга,0,471.0,Республика Бурятия,31.88,Нет,Да,0.0,1345311.5381317567,0.8373269133939477,10-2002,685.0,689.0,0.0,,,27.0,0.0,43413.0,51.9,46.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,46087,9687250.0,1.0,2.0,0.0,2.0,22.0,694450.0,44.0,2.0,6.0,7213.0,50.0,4180000.0,1.0,0.0,0.0,8.0,358800.0,1173800.0,59.9,0.0,0.0,143.0,158.0,4.0,4.0,2.0,10.0,,16.0,,0.0,14.0,20.0,14.0,18.0,9.0,24.0,34.0,20.0,27.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,13365600.0,2865100.0,2925000.0,1587900.0,,Нет,Наличные
68444620,1750000.0,5 лет,11.99,38919.0,В,В1,сотрудник по дипломатической службе,10+ лет,ИПОТЕКА,2560000.0,Подтвержден источник,0,2,n,0.8945675242824421,улучшение_жилищных_условий,0,200.0,Республика Саха (Якутия),6.46,Нет,Нет,0.0,1345311.5381317567,0.7525096122339602,2-1990,685.0,689.0,0.0,46.0,,17.0,0.0,14277.0,27.4,46.0,а,0.0,0.0,False,,5,0.0,56.0,1.0,Индивидуальный,,,,0.0,321.0,35315,7343350.0,1.0,11.0,0.0,0.0,28.0,1768350.0,49.0,0.0,1.0,5020.0,40.0,2610000.0,1.0,4.0,0.0,3.0,431950.0,862400.0,35.6,0.0,0.0,206.0,310.0,19.0,3.0,5.0,99.0,46.0,15.0,46.0,1.0,3.0,4.0,3.0,6.0,26.0,5.0,11.0,4.0,17.0,0.0,0.0,0.0,1.0,91.3,33.3,0.0,0.0,11047500.0,2482200.0,1340000.0,3585000.0,,Нет,Наличные
68082535,360000.0,3 года,9.17,11476.5,Б,Б2,ведущая площадка,10+ лет,ИПОТЕКА,1000000.0,Не подтвержден,0,1,n,0.5015831536310364,консолидация_долга,0,15.0,Ямало-Ненецкий автономный округ,19.25,Нет,Нет,0.0,1345311.5381317567,0.5809442266954882,8-1987,675.0,679.0,0.0,70.0,,13.0,0.0,9051.0,47.6,25.0,а,0.0,0.0,False,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,19555,10934750.0,0.0,2.0,0.0,2.0,14.0,913800.0,74.0,2.0,4.0,3281.0,63.0,950000.0,1.0,3.0,2.0,8.0,994050.0,497450.0,47.6,0.0,0.0,120.0,137.0,11.0,9.0,3.0,11.0,,10.0,,0.0,6.0,6.0,8.0,13.0,7.0,9.0,14.0,6.0,13.0,0.0,0.0,0.0,3.0,96.0,37.5,0.0,0.0,11839750.0,1366350.0,950000.0,1237200.0,,Нет,Наличные
68466995,500000.0,3 года,7.91,15647.5,А,А5,преподаватель,2 года,АРЕНДА,802000.0,Не подтвержден,0,3,n,0.0070725254654252,кредитная_карта,0,453.0,Ярославская область,10.81,Нет,Нет,0.0,1345311.5381317567,0.609395524090352,10-1998,680.0,684.0,1.0,,,4.0,0.0,6664.0,45.0,7.0,а,0.0,0.0,False,,5,0.0,,1.0,Индивидуальный,,,,0.0,1036.0,60416,1367700.0,1.0,1.0,0.0,0.0,76.0,1034500.0,101.0,1.0,2.0,5037.0,78.0,740000.0,0.0,0.0,1.0,2.0,341950.0,321000.0,50.6,0.0,0.0,124.0,206.0,1.0,1.0,0.0,24.0,,1.0,,0.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,1762350.0,1367700.0,650000.0,1022350.0,,Нет,Наличные
68584507,800000.0,5 лет,13.44,18383.5,В,В3,менеджер по торговле товарами,1 год,АРЕНДА,840000.0,Не подтвержден,1,3,n,0.8215996807697963,кредитная_карта,5,19.0,Ямало-Ненецкий автономный округ,9.6,Нет,Нет,0.0,1345311.5381317567,0.9506433734985252,4-2002,670.0,674.0,0.0,,,29.0,0.0,11834.0,44.8,48.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,21663,4184500.0,0.0,15.0,0.0,0.0,52.0,3592800.0,118.0,0.0,1.0,1846.0,96.0,1320000.0,0.0,0.0,0.0,1.0,144300.0,710150.0,40.6,0.0,0.0,164.0,120.0,16.0,16.0,0.0,16.0,,,,0.0,7.0,8.0,13.0,20.0,25.0,14.0,23.0,8.0,29.0,0.0,0.0,0.0,0.0,97.9,30.8,0.0,0.0,4375450.0,4184500.0,1195000.0,3055450.0,,Нет,Наличные
68466924,1093750.0,3 года,11.99,36323.0,В,В1,техник по проводам,< 1 года,АРЕНДА,951800.0,Подтвержден источник,0,2,n,0.5593916943823453,кредитная_карта,0,347.0,Иркутская область,17.76,Нет,Нет,0.0,1345311.5381317567,0.3324547402514903,4-2001,700.0,704.0,0.0,,,9.0,0.0,24882.0,57.1,14.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,32244,2048800.0,1.0,1.0,0.0,0.0,55.0,804700.0,49.0,1.0,2.0,11556.0,54.0,2180000.0,0.0,1.0,0.0,2.0,256100.0,515900.0,70.7,0.0,0.0,140.0,176.0,6.0,6.0,0.0,6.0,,,,0.0,5.0,5.0,5.0,5.0,3.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,3816300.0,2048800.0,1760000.0,1636300.0,,Нет,Наличные
68367009,701250.0,5 лет,18.49,17995.0,Г,Г5,"аккорды, подлежащие выплате",10+ лет,ИПОТЕКА,780000.0,Подтвержден,0,1,n,0.2185843950970653,консолидация_долга,0,546.0,Республика Карелия,18.0,Нет,Нет,0.0,1345311.5381317567,0.9152074906989496,8-2001,675.0,679.0,1.0,,,12.0,0.0,15646.0,74.9,21.0,а,0.0,0.0,False,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,68216,3019050.0,1.0,0.0,0.0,0.0,91.0,0.0,,2.0,5.0,4879.0,75.0,1045000.0,0.0,0.0,2.0,5.0,251600.0,28900.0,93.4,0.0,0.0,138.0,172.0,2.0,2.0,3.0,2.0,,2.0,,0.0,3.0,11.0,3.0,3.0,4.0,11.0,13.0,11.0,12.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,3614300.0,782300.0,440000.0,0.0,,Нет,Наличные
68475450,1750000.0,5 лет,12.88,39710.5,В,В2,лейтенант,7 лет,ИПОТЕКА,2120000.0,Подтвержден источник,1,3,n,0.6772220894775592,консолидация_долга,0,351.0,Курская область,17.36,Нет,Да,0.0,1345311.5381317567,0.9860440474375428,4-2002,730.0,734.0,0.0,,,8.0,0.0,39055.0,72.1,27.0,а,0.0,0.0,nan,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,16760,14994500.0,0.0,3.0,0.0,0.0,35.0,800600.0,43.0,0.0,0.0,9701.0,60.0,2710000.0,0.0,4.0,0.0,0.0,1874300.0,643750.0,67.2,0.0,0.0,135.0,164.0,38.0,35.0,4.0,38.0,,,,0.0,3.0,4.0,3.0,6.0,13.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18348700.0,2753350.0,1960000.0,1849050.0,,Нет,Наличные
68525943,1000000.0,3 года,12.88,33636.5,В,В2,президент,10+ лет,ИПОТЕКА,2900000.0,Не подтвержден,0,4,n,0.2208822038386928,консолидация_долга,0,29.0,Республика Адыгея,12.28,Нет,Нет,0.0,1345311.5381317567,0.043806672907565,2-2004,695.0,699.0,0.0,,,12.0,0.0,22551.0,80.2,21.0,а,0.0,3364.0,nan,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,41750,21460900.0,2.0,3.0,1.0,2.0,2.0,496750.0,43.0,2.0,3.0,4627.0,62.0,1425000.0,1.0,0.0,6.0,5.0,1951000.0,141100.0,81.6,0.0,0.0,79.0,142.0,4.0,2.0,5.0,27.0,,1.0,,0.0,4.0,6.0,5.0,8.0,5.0,7.0,11.0,6.0,12.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,23637950.0,1624300.0,675000.0,1162950.0,,Нет,Наличные
